Seed, Order, mu, sigma, Accuracy, Supervison
896783, 2,  7, 5, 0.5388437217705511,w/o
9, 2,  7, 0.001, 0.518308631211857,w/o
9, 4,  5, 0.001, 0.5947399011915141,w/o
45234, 2,  9, 0.1, 0.5210481099656358,w/o
15, 2,  3, 0.001, 0.5251687289088864,w/o
9, 3,  1, 0.1, 0.5726532984597501,w/o
45234, 2,  5, 5, 0.5170389461626576,w/o
896783, 2,  3, 10, 0.42999096657633246,w/o
9, 2,  13, 0.5, 0.5199070037779715,w/o
45234, 3,  13, 5, 0.5790378006872853,w/o
15, 2,  1, 0.5, 0.5219347581552306,w/o
15, 1,  9, 10, 0.41802587176602923,w/o
9, 3,  3, 0.001, 0.5716361522813136,w/o
45234, 2,  7, 10, 0.5163230240549829,w/o
15, 2,  5, 10, 0.5411979752530933,w/o
45234, 2,  1, 5, 0.38230240549828176,w/o
45234, 2,  15, 0.5, 0.520618556701031,w/o
45234, 2,  3, 10, 0.5008591065292096,w/o
896783, 3,  3, 0.001, 0.582956940680518,w/o
12, 2,  13, 0.001, 0.5401911186059584,w/o
9, 3,  1, 0.5, 0.567712874164487,w/o
896783, 2,  1, 0.001, 0.5365853658536586,w/o
12, 2,  11, 5, 0.5425801011804384,w/o
15, 2,  15, 0.5, 0.5251687289088864,w/o
45234, 3,  13, 10, 0.5806128293241696,w/o
12, 2,  15, 0.001, 0.5401911186059584,w/o
9, 3,  3, 0.1, 0.572362685265911,w/o
12, 2,  3, 10, 0.0030916245081506464,w/o
45234, 2,  11, 0.5, 0.520475372279496,w/o
45234, 3,  7, 0.001, 0.5783218785796106,w/o
15, 3,  5, 0.001, 0.5793025871766029,w/o
896783, 2,  13, 0.5, 0.53613369467028,w/o
9, 2,  9, 0.1, 0.5190351641964546,w/o
45234, 3,  3, 0.001, 0.5783218785796106,w/o
896783, 3,  3, 0.1, 0.583107497741644,w/o
9, 3,  1, 5, 0.46410927056088347,w/o
896783, 2,  15, 0.1, 0.5367359229147847,w/o
12, 2,  1, 0.5, 0.5410342889263631,w/o
12, 2,  5, 0.001, 0.5401911186059584,w/o
9, 3,  3, 0.5, 0.572362685265911,w/o
12, 3,  3, 0.001, 0.5917650365373806,w/o
15, 2,  7, 0.1, 0.5248875140607424,w/o
45234, 3,  7, 0.1, 0.5783218785796106,w/o
12, 2,  7, 10, 0.538504777965149,w/o
896783, 2,  5, 10, 0.3261065943992773,w/o
12, 2,  9, 0.001, 0.5401911186059584,w/o
15, 3,  5, 0.1, 0.579443194600675,w/o
9, 2,  15, 0.001, 0.5190351641964546,w/o
896783, 2,  7, 10, 0.5373381511592894,w/o
9, 2,  7, 0.1, 0.519761697181052,w/o
896783, 2,  11, 5, 0.5344775669978922,w/o
45234, 2,  9, 0.5, 0.5211912943871707,w/o
15, 2,  3, 0.1, 0.5248875140607424,w/o
896783, 3,  3, 0.5, 0.5826558265582655,w/o
45234, 3,  3, 0.1, 0.5790378006872853,w/o
45234, 2,  5, 10, 0.5146048109965635,w/o
9, 2,  13, 5, 0.5175820982272595,w/o
15, 2,  1, 5, 0.484392575928009,w/o
45234, 3,  7, 0.5, 0.5783218785796106,w/o
12, 3,  3, 0.1, 0.5920460933108488,w/o
15, 2,  9, 0.001, 0.5248875140607424,w/o
15, 3,  5, 0.5, 0.5800056242969629,w/o
12, 3,  7, 0.001, 0.5916245081506464,w/o
896783, 3,  7, 0.001, 0.582956940680518,w/o
896783, 3,  5, 0.001, 0.583107497741644,w/o
45234, 2,  1, 10, 0.4766609392898053,w/o
896783, 3,  3, 5, 0.5800963565191207,w/o
45234, 2,  15, 5, 0.5153207331042382,w/o
45234, 3,  3, 0.5, 0.5793241695303551,w/o
15, 1,  11, 10, 0.42322834645669294,w/o
45234, 3,  5, 0.001, 0.5787514318442154,w/o
896783, 2,  1, 0.1, 0.5374887082204155,w/o
12, 2,  11, 10, 0.5386453063518831,w/o
12, 2,  13, 0.1, 0.5399100618324901,w/o
15, 2,  15, 5, 0.5268560179977503,w/o
12, 2,  15, 0.1, 0.5401911186059584,w/o
45234, 3,  7, 5, 0.5768900343642611,w/o
45234, 2,  11, 5, 0.5274914089347079,w/o
12, 3,  3, 0.5, 0.5907813378302417,w/o
15, 3,  5, 5, 0.20374015748031496,w/o
896783, 3,  7, 0.1, 0.583107497741644,w/o
12, 3,  7, 0.1, 0.5912029229904441,w/o
896783, 3,  5, 0.1, 0.583107497741644,w/o
45234, 3,  1, 0.001, 0.5784650630011455,w/o
896783, 2,  13, 5, 0.5337247816922613,w/o
45234, 3,  3, 5, 0.5528350515463918,w/o
9, 2,  9, 0.5, 0.5164196454519036,w/o
45234, 3,  5, 0.1, 0.5783218785796106,w/o
12, 3,  11, 0.001, 0.5916245081506464,w/o
12, 2,  5, 0.1, 0.5401911186059584,w/o
896783, 2,  15, 0.5, 0.5367359229147847,w/o
12, 2,  1, 5, 0.0037942664418212477,w/o
45234, 3,  7, 10, 0.593069873997709,w/o
15, 2,  7, 0.5, 0.5243250843644545,w/o
896783, 3,  7, 0.5, 0.5828063836193917,w/o
896783, 3,  5, 0.5, 0.5828063836193917,w/o
15, 3,  5, 10, 0.5800056242969629,w/o
12, 3,  7, 0.5, 0.592186621697583,w/o
9, 2,  7, 0.5, 0.519180470793374,w/o
12, 2,  9, 0.1, 0.5401911186059584,w/o
9, 2,  15, 0.1, 0.519180470793374,w/o
896783, 2,  11, 10, 0.5281541704305932,w/o
45234, 3,  3, 10, 0.5989404352806414,w/o
45234, 3,  1, 0.1, 0.5781786941580757,w/o
45234, 2,  9, 5, 0.5211912943871707,w/o
45234, 3,  5, 0.5, 0.57975372279496,w/o
15, 2,  3, 0.5, 0.5220753655793026,w/o
15, 4,  5, 0.001, 0.6013779527559056,w/o
45234, 4,  3, 0.001, 0.6013745704467354,w/o
12, 3,  11, 0.1, 0.5917650365373806,w/o
9, 2,  13, 10, 0.5088637024120896,w/o
15, 2,  1, 10, 0.003515185601799775,w/o
15, 2,  9, 0.1, 0.5251687289088864,w/o
15, 4,  5, 0.1, 0.6019403824521935,w/o
12, 3,  7, 5, 0.5924676784710512,w/o
896783, 3,  5, 5, 0.5892803372478169,w/o
896783, 3,  7, 5, 0.5823547124360132,w/o
45234, 4,  3, 0.1, 0.6005154639175257,w/o
896783, 3,  11, 0.001, 0.582956940680518,w/o
45234, 3,  1, 0.5, 0.5827605956471936,w/o
12, 3,  11, 0.5, 0.5913434513771781,w/o
45234, 3,  5, 5, 0.577033218785796,w/o
45234, 2,  15, 10, 0.5231958762886598,w/o
15, 2,  11, 0.001, 0.5250281214848144,w/o
45234, 4,  3, 0.5, 0.6010882016036655,w/o
896783, 2,  1, 0.5, 0.540650406504065,w/o
12, 2,  13, 0.5, 0.5403316469926925,w/o
15, 3,  1, 0.001, 0.5793025871766029,w/o
896783, 3,  5, 10, 0.5984643179765131,w/o
15, 2,  15, 10, 0.5275590551181102,w/o
9, 3,  13, 0.001, 0.5714908456843941,w/o
12, 2,  15, 0.5, 0.5401911186059584,w/o
45234, 2,  11, 10, 0.5048682703321878,w/o
12, 3,  7, 10, 0.5861439010680157,w/o
896783, 3,  7, 10, 0.05344775669978922,w/o
896783, 3,  11, 0.1, 0.582956940680518,w/o
896783, 2,  13, 10, 0.5392953929539296,w/o
896783, 4,  5, 0.001, 0.599217103282144,w/o
45234, 3,  1, 5, 0.1595074455899198,w/o
9, 2,  9, 5, 0.509590235396687,w/o
12, 2,  5, 0.5, 0.5389263631253514,w/o
45234, 3,  5, 10, 0.05956471935853379,w/o
896783, 4,  7, 0.001, 0.5989159891598916,w/o
12, 4,  7, 0.001, 0.6155143338954469,w/o
12, 3,  11, 5, 0.5883923552557616,w/o
45234, 3,  15, 0.001, 0.5783218785796106,w/o
896783, 2,  15, 5, 0.5400481782595604,w/o
15, 3,  15, 0.001, 0.5793025871766029,w/o
12, 2,  1, 10, 0.5248735244519392,w/o
15, 2,  7, 5, 0.5392294713160855,w/o
896783, 4,  5, 0.1, 0.5989159891598916,w/o
9, 2,  7, 5, 0.5140947399011915,w/o
15, 3,  1, 0.1, 0.578458942632171,w/o
45234, 4,  5, 0.001, 0.6012313860252004,w/o
896783, 4,  7, 0.1, 0.59936766034327,w/o
12, 4,  7, 0.1, 0.615654862282181,w/o
9, 3,  13, 0.1, 0.5714908456843941,w/o
45234, 3,  11, 0.001, 0.5787514318442154,w/o
45234, 2,  9, 10, 0.5174684994272624,w/o
12, 2,  9, 0.5, 0.5411748173130972,w/o
9, 2,  15, 0.5, 0.5167102586457425,w/o
896783, 3,  11, 0.5, 0.582956940680518,w/o
896783, 3,  13, 0.001, 0.583107497741644,w/o
896783, 4,  7, 0.5, 0.5977115326708823,w/o
45234, 4,  5, 0.1, 0.6005154639175257,w/o
12, 3,  1, 0.001, 0.5916245081506464,w/o
12, 4,  7, 0.5, 0.6153738055087128,w/o
45234, 3,  1, 10, 0.06944444444444445,w/o
12, 3,  11, 10, 0.5851602023608768,w/o
45234, 3,  15, 0.1, 0.5787514318442154,w/o
896783, 4,  7, 5, 0.6044866004215598,w/o
15, 2,  3, 5, 0.5084364454443194,w/o
15, 3,  15, 0.1, 0.5791619797525309,w/o
45234, 4,  5, 0.5, 0.6026632302405498,w/o
45234, 3,  11, 0.1, 0.5783218785796106,w/o
12, 4,  7, 5, 0.6072231590781337,w/o
45234, 4,  1, 0.001, 0.6013745704467354,w/o
45234, 3,  9, 0.001, 0.5788946162657503,w/o
15, 3,  1, 0.5, 0.5922384701912261,w/o
9, 3,  13, 0.5, 0.572943911653589,w/o
12, 4,  11, 0.001, 0.6150927487352446,w/o
15, 2,  9, 0.5, 0.5247469066366705,w/o
896783, 3,  11, 5, 0.582956940680518,w/o
45234, 4,  5, 5, 0.6095360824742269,w/o
896783, 3,  13, 0.1, 0.583107497741644,w/o
12, 3,  1, 0.1, 0.5920460933108488,w/o
12, 2,  13, 5, 0.5400505902192243,w/o
45234, 4,  1, 0.1, 0.6003722794959908,w/o
12, 4,  7, 10, 0.5503091624508151,w/o
15, 3,  15, 0.5, 0.5793025871766029,w/o
896783, 2,  1, 5, 0.512646793134598,w/o
12, 4,  11, 0.1, 0.6143901068015739,w/o
45234, 3,  11, 0.5, 0.5778923253150057,w/o
9, 2,  9, 10, 0.5287707061900611,w/o
45234, 4,  1, 0.5, 0.5972222222222222,w/o
45234, 4,  5, 10, 0.5963631156930126,w/o
12, 5,  7, 0.001, 0.6476953344575604,w/o
15, 3,  1, 5, 0.5864735658042745,w/o
45234, 3,  15, 0.5, 0.5783218785796106,w/o
45234, 3,  9, 0.1, 0.5787514318442154,w/o
45234, 5,  5, 0.001, 0.6387457044673539,w/o
12, 2,  15, 5, 0.5378021360314783,w/o
896783, 2,  15, 10, 0.5239385727190605,w/o
896783, 3,  11, 10, 0.5858175248419151,w/o
12, 4,  11, 0.5, 0.616919617762788,w/o
9, 2,  7, 10, 0.08020924149956409,w/o
9, 3,  13, 5, 0.5726532984597501,w/o
45234, 4,  1, 5, 0.5731672394043528,w/o
45234, 5,  5, 0.1, 0.638602520045819,w/o
896783, 4,  11, 0.001, 0.59936766034327,w/o
45234, 3,  11, 5, 0.5743127147766323,w/o
12, 2,  9, 5, 0.5379426644182125,w/o
896783, 3,  13, 0.5, 0.5837097259861488,w/o
9, 3,  9, 0.001, 0.5714908456843941,w/o
12, 3,  1, 0.5, 0.5896571107363687,w/o
15, 2,  7, 10, 0.06974128233970754,w/o
45234, 4,  1, 10, 0.5897766323024055,w/o
12, 4,  11, 5, 0.613265879707701,w/o
45234, 5,  5, 0.5, 0.6390320733104238,w/o
45234, 3,  9, 0.5, 0.5786082474226805,w/o
896783, 4,  11, 0.1, 0.5987654320987654,w/o
15, 3,  15, 5, 0.5741001124859393,w/o
12, 2,  5, 5, 0.23735244519392917,w/o
45234, 3,  15, 5, 0.5777491408934707,w/o
45234, 5,  1, 0.001, 0.6390320733104238,w/o
9, 3,  7, 0.001, 0.5716361522813136,w/o
15, 3,  1, 10, 0.25745219347581555,w/o
12, 4,  11, 10, 0.6110174255199551,w/o
45234, 5,  1, 0.1, 0.6388888888888888,w/o
9, 3,  9, 0.1, 0.5720720720720721,w/o
9, 2,  15, 5, 0.516855565242662,w/o
896783, 3,  13, 5, 0.5835591689250226,w/o
896783, 4,  11, 0.5, 0.59936766034327,w/o
896783, 3,  15, 0.001, 0.582956940680518,w/o
15, 3,  15, 10, 0.5749437570303711,w/o
45234, 3,  15, 10, 0.5760309278350515,w/o
9, 3,  13, 10, 0.5845684394071491,w/o
15, 4,  1, 0.001, 0.6016591676040495,w/o
12, 5,  11, 0.001, 0.6475548060708263,w/o
12, 2,  13, 10, 0.5348510399100619,w/o
45234, 5,  1, 0.5, 0.6424684994272624,w/o
9, 3,  7, 0.1, 0.5717814588782331,w/o
45234, 3,  11, 10, 0.5854810996563574,w/o
15, 3,  7, 0.001, 0.5791619797525309,w/o
12, 3,  1, 5, 0.5667509836987071,w/o
15, 4,  15, 0.001, 0.6016591676040495,w/o
12, 5,  11, 0.1, 0.6475548060708263,w/o
45234, 4,  15, 0.001, 0.6013745704467354,w/o
896783, 4,  11, 5, 0.5895814513700692,w/o
45234, 3,  9, 5, 0.5708762886597938,w/o
15, 2,  9, 5, 0.532058492688414,w/o
9, 4,  13, 0.001, 0.5941586748038361,w/o
45234, 4,  11, 0.001, 0.6012313860252004,w/o
9, 3,  9, 0.5, 0.5712002324905551,w/o
15, 4,  1, 0.1, 0.6039088863892014,w/o
15, 4,  15, 0.1, 0.6012373453318335,w/o
15, 2,  3, 10, 0.48172103487064116,w/o
12, 5,  11, 0.5, 0.6482574480044969,w/o
896783, 3,  13, 10, 0.5776874435411021,w/o
45234, 4,  15, 0.1, 0.6016609392898052,w/o
896783, 3,  15, 0.1, 0.582956940680518,w/o
9, 4,  13, 0.1, 0.5951758209822726,w/o
896783, 4,  11, 10, 0.5377898223426679,w/o
15, 4,  1, 0.5, 0.5920978627671541,w/o
12, 5,  11, 5, 0.6461495222034851,w/o
45234, 4,  11, 0.1, 0.6018041237113402,w/o
15, 4,  15, 0.5, 0.6017997750281214,w/o
9, 3,  7, 0.5, 0.5714908456843941,w/o
896783, 2,  1, 10, 0.5353809093646492,w/o
896783, 4,  13, 0.001, 0.5987654320987654,w/o
12, 3,  1, 10, 0.0567734682405846,w/o
896783, 5,  11, 0.001, 0.6324902137910268,w/o
15, 3,  7, 0.1, 0.5793025871766029,w/o
12, 3,  13, 0.001, 0.5916245081506464,w/o
45234, 4,  15, 0.5, 0.6005154639175257,w/o
9, 4,  13, 0.5, 0.5922696890438826,w/o
15, 4,  1, 5, 0.11782902137232847,w/o
896783, 5,  11, 0.1, 0.6330924420355315,w/o
15, 3,  3, 0.001, 0.5793025871766029,w/o
896783, 4,  13, 0.1, 0.5987654320987654,w/o
9, 3,  9, 5, 0.5746875908166231,w/o
896783, 5,  11, 0.5, 0.6327913279132791,w/o
45234, 4,  11, 0.5, 0.602233676975945,w/o
12, 2,  15, 10, 0.5422990444069702,w/o
15, 4,  15, 5, 0.6057367829021373,w/o
15, 4,  1, 10, 0.5566647919010124,w/o
45234, 3,  9, 10, 0.4202462772050401,w/o
12, 4,  1, 0.001, 0.6149522203485104,w/o
9, 4,  13, 5, 0.5929962220284801,w/o
45234, 4,  15, 5, 0.6018041237113402,w/o
896783, 5,  11, 5, 0.6293285155073773,w/o
9, 3,  7, 5, 0.570328392909038,w/o
896783, 3,  15, 0.5, 0.5832580548027703,w/o
896783, 4,  13, 0.5, 0.599217103282144,w/o
12, 2,  9, 10, 0.5427206295671726,w/o
15, 5,  1, 0.001, 0.6334364454443194,w/o
12, 2,  5, 10, 0.006183249016301293,w/o
15, 4,  15, 10, 0.6172665916760405,w/o
45234, 4,  9, 0.001, 0.6012313860252004,w/o
15, 3,  7, 0.5, 0.5783183352080989,w/o
45234, 4,  11, 5, 0.6042382588774341,w/o
9, 4,  13, 10, 0.5855855855855856,w/o
45234, 4,  15, 10, 0.6123997709049256,w/o
12, 3,  13, 0.1, 0.5917650365373806,w/o
15, 3,  3, 0.1, 0.5793025871766029,w/o
896783, 4,  13, 5, 0.5963565191207467,w/o
12, 4,  1, 0.1, 0.6180438448566611,w/o
9, 5,  13, 0.001, 0.6269979657076431,w/o
9, 3,  9, 10, 0.17306015693112467,w/o
45234, 5,  15, 0.001, 0.638602520045819,w/o
15, 5,  1, 0.1, 0.6334364454443194,w/o
45234, 4,  9, 0.1, 0.6018041237113402,w/o
896783, 3,  1, 0.001, 0.583107497741644,w/o
45234, 4,  11, 10, 0.5847651775486827,w/o
15, 5,  15, 0.001, 0.6334364454443194,w/o
9, 5,  13, 0.1, 0.6269979657076431,w/o
9, 3,  7, 10, 0.45989537925021795,w/o
45234, 5,  15, 0.1, 0.6394616265750286,w/o
45234, 5,  11, 0.001, 0.6394616265750286,w/o
12, 3,  15, 0.001, 0.5916245081506464,w/o
45234, 4,  9, 0.5, 0.6015177548682703,w/o
896783, 3,  15, 5, 0.5843119542306534,w/o
15, 5,  15, 0.1, 0.6334364454443194,w/o
896783, 4,  13, 10, 0.6111111111111112,w/o
12, 4,  1, 0.5, 0.6090500281056773,w/o
9, 4,  9, 0.001, 0.594449287997675,w/o
9, 5,  13, 0.5, 0.6268526591107236,w/o
12, 3,  5, 0.001, 0.5917650365373806,w/o
45234, 5,  15, 0.5, 0.6394616265750286,w/o
15, 3,  7, 5, 0.5757874015748031,w/o
45234, 5,  11, 0.1, 0.638602520045819,w/o
9, 2,  15, 10, 0.3997384481255449,w/o
9, 4,  7, 0.001, 0.594449287997675,w/o
896783, 5,  13, 0.001, 0.6327913279132791,w/o
9, 5,  13, 5, 0.6213310084277827,w/o
45234, 4,  9, 5, 0.6126861397479955,w/o
12, 3,  9, 0.001, 0.5916245081506464,w/o
12, 3,  13, 0.5, 0.5914839797639123,w/o
45234, 5,  11, 0.5, 0.638459335624284,w/o
15, 5,  15, 0.5, 0.6335770528683915,w/o
45234, 5,  15, 5, 0.6449026345933563,w/o
15, 2,  9, 10, 0.5144825646794151,w/o
9, 4,  9, 0.1, 0.5945945945945946,w/o
12, 4,  1, 5, 0.568999437886453,w/o
896783, 5,  13, 0.1, 0.6327913279132791,w/o
896783, 3,  1, 0.1, 0.5826558265582655,w/o
45234, 5,  15, 10, 0.6201317296678122,w/o
15, 5,  15, 5, 0.6268278965129359,w/o
9, 4,  7, 0.1, 0.594449287997675,w/o
45234, 5,  11, 5, 0.6360252004581901,w/o
15, 3,  3, 0.5, 0.578037120359955,w/o
45234, 4,  9, 10, 0.6059564719358533,w/o
896783, 5,  13, 0.5, 0.6327913279132791,w/o
45234, 62,  15, 0.001, 0.6754009163802979,w/o
896783, 3,  15, 10, 0.578440228846733,w/o
9, 4,  9, 0.5, 0.5954664341761116,w/o
12, 4,  1, 10, 0.5986509274873525,w/o
12, 3,  15, 0.1, 0.5916245081506464,w/o
15, 5,  15, 10, 0.6508717660292463,w/o
45234, 5,  11, 10, 0.645618556701031,w/o
12, 3,  5, 0.1, 0.5916245081506464,w/o
15, 3,  7, 10, 0.2201912260967379,w/o
45234, 62,  15, 0.1, 0.6749713631156931,w/o
896783, 5,  13, 5, 0.6324902137910268,w/o
45234, 5,  9, 0.001, 0.638602520045819,w/o
9, 3,  15, 0.001, 0.5716361522813136,w/o
9, 4,  7, 0.5, 0.5959023539668701,w/o
15, 62,  15, 0.001, 0.6803993250843644,w/o
45234, 62,  11, 0.001, 0.6748281786941581,w/o
12, 5,  1, 0.001, 0.6479763912310287,w/o
45234, 5,  9, 0.1, 0.6391752577319587,w/o
15, 62,  15, 0.1, 0.6796962879640045,w/o
45234, 62,  11, 0.1, 0.6749713631156931,w/o
9, 4,  9, 5, 0.5823888404533566,w/o
896783, 5,  13, 10, 0.6230051189400783,w/o
896783, 4,  15, 0.001, 0.59936766034327,w/o
15, 4,  7, 0.001, 0.6017997750281214,w/o
15, 3,  9, 0.001, 0.5793025871766029,w/o
12, 3,  13, 5, 0.5897976391231029,w/o
15, 62,  15, 0.5, 0.6803993250843644,w/o
45234, 62,  11, 0.5, 0.6756872852233677,w/o
896783, 62,  13, 0.001, 0.672387834989461,w/o
12, 5,  1, 0.1, 0.6505059021922428,w/o
9, 4,  7, 5, 0.5940133682069166,w/o
45234, 5,  9, 0.5, 0.6411798396334479,w/o
12, 3,  9, 0.1, 0.5914839797639123,w/o
15, 62,  15, 5, 0.6815241844769404,w/o
896783, 3,  1, 0.5, 0.5826558265582655,w/o
896783, 62,  13, 0.1, 0.672387834989461,w/o
45234, 62,  11, 5, 0.6749713631156931,w/o
15, 3,  3, 5, 0.5666479190101237,w/o
12, 5,  1, 0.5, 0.6389825744800449,w/o
15, 62,  15, 10, 0.6830708661417323,w/o
45234, 5,  9, 5, 0.6267182130584192,w/o
9, 4,  9, 10, 0.5931415286253996,w/o
896783, 4,  15, 0.1, 0.5995182174043963,w/o
15, 4,  7, 0.1, 0.6015185601799775,w/o
896783, 62,  13, 0.5, 0.6726889491117133,w/o
12, 3,  5, 0.5, 0.5913434513771781,w/o
45234, 62,  11, 10, 0.6725372279495991,w/o
12, 3,  15, 0.5, 0.5912029229904441,w/o
9, 4,  7, 10, 0.12234815460621912,w/o
12, 5,  1, 5, 0.6597807757166948,w/o
896783, 62,  13, 5, 0.667871123155676,w/o
45234, 5,  9, 10, 0.6663802978235968,w/o
9, 3,  15, 0.1, 0.5714908456843941,w/o
9, 5,  9, 0.001, 0.6269979657076431,w/o
896783, 62,  13, 10, 0.6726889491117133,w/o
9, 5,  7, 0.001, 0.6271432723045627,w/o
15, 4,  7, 0.5, 0.6005343082114736,w/o
45234, 62,  9, 0.001, 0.675114547537228,w/o
896783, 4,  15, 0.5, 0.5995182174043963,w/o
12, 5,  1, 10, 0.5587408656548623,w/o
9, 5,  9, 0.1, 0.6275791920953211,w/o
15, 3,  9, 0.1, 0.5793025871766029,w/o
45234, 62,  9, 0.1, 0.6749713631156931,w/o
12, 3,  13, 10, 0.5941540191118606,w/o
12, 62,  1, 0.001, 0.6878864530635188,w/o
9, 5,  7, 0.1, 0.6268526591107236,w/o
45234, 62,  9, 0.5, 0.6754009163802979,w/o
896783, 3,  1, 5, 0.11863896416741945,w/o
9, 5,  9, 0.5, 0.6283057250799187,w/o
12, 3,  9, 0.5, 0.5912029229904441,w/o
12, 62,  1, 0.1, 0.68690275435638,w/o
15, 4,  7, 5, 0.6022215973003374,w/o
896783, 4,  15, 5, 0.5980126467931346,w/o
15, 3,  3, 10, 0.05989876265466817,w/o
9, 5,  7, 0.5, 0.6275791920953211,w/o
45234, 62,  9, 5, 0.6822737686139748,w/o
12, 62,  1, 0.5, 0.6874648679033165,w/o
9, 5,  9, 5, 0.6485033420517291,w/o
12, 4,  13, 0.001, 0.6153738055087128,w/o
12, 3,  15, 5, 0.6048341765036538,w/o
12, 3,  5, 5, 0.5536818437324339,w/o
45234, 62,  9, 10, 0.6857101947308133,w/o
12, 62,  1, 5, 0.6677908937605397,w/o
9, 5,  7, 5, 0.6346992153443767,w/o
9, 3,  15, 0.5, 0.5712002324905551,w/o
15, 4,  7, 10, 0.6048931383577053,w/o
9, 5,  9, 10, 0.6155187445510026,w/o
896783, 4,  15, 10, 0.6112616681722373,w/o
15, 4,  3, 0.001, 0.6015185601799775,w/o
12, 62,  1, 10, 0.37436762225969644,w/o
9, 5,  7, 10, 0.6293228712583552,w/o
15, 3,  9, 0.5, 0.5791619797525309,w/o
9, 58,  9, 0.001, 0.6647776809067132,w/o
12, 4,  13, 0.1, 0.6150927487352446,w/o
15, 5,  7, 0.001, 0.6334364454443194,w/o
896783, 5,  15, 0.001, 0.632640770852153,w/o
9, 58,  7, 0.001, 0.6649229875036327,w/o
9, 58,  9, 0.1, 0.6644870677128741,w/o
896783, 3,  1, 10, 0.0630834086118639,w/o
15, 4,  3, 0.1, 0.6005343082114736,w/o
15, 5,  7, 0.1, 0.6334364454443194,w/o
12, 3,  9, 5, 0.5964024732996065,w/o
9, 58,  7, 0.1, 0.6643417611159547,w/o
896783, 5,  15, 0.1, 0.6330924420355315,w/o
9, 58,  9, 0.5, 0.6641964545190352,w/o
12, 4,  13, 0.5, 0.6153738055087128,w/o
9, 58,  7, 0.5, 0.6650682941005521,w/o
15, 5,  7, 0.5, 0.6337176602924635,w/o
9, 58,  9, 5, 0.6672478930543446,w/o
12, 3,  15, 10, 0.5980888139404159,w/o
12, 3,  5, 10, 0.592186621697583,w/o
896783, 5,  15, 0.5, 0.6329418849744053,w/o
9, 58,  7, 5, 0.6745132229003197,w/o
9, 3,  15, 5, 0.5812263876780006,w/o
15, 4,  3, 0.5, 0.6027840269966255,w/o
896783, 4,  1, 0.001, 0.5990665462210177,w/o
9, 58,  9, 10, 0.6607090961929671,w/o
15, 5,  7, 5, 0.6335770528683915,w/o
9, 58,  7, 10, 0.6514094739901192,w/o
12, 4,  13, 5, 0.6200112422709387,w/o
896783, 5,  15, 5, 0.6329418849744053,w/o
15, 3,  9, 5, 0.5804274465691789,w/o
12, 4,  5, 0.001, 0.6150927487352446,w/o
12, 4,  15, 0.001, 0.6155143338954469,w/o
15, 5,  7, 10, 0.6437007874015748,w/o
896783, 4,  1, 0.1, 0.5966576332429991,w/o
15, 4,  3, 5, 0.5839426321709786,w/o
896783, 5,  15, 10, 0.6329418849744053,w/o
15, 62,  7, 0.001, 0.6803993250843644,w/o
12, 3,  9, 10, 0.592327150084317,w/o
12, 4,  13, 10, 0.6313940415964024,w/o
896783, 62,  15, 0.001, 0.6726889491117133,w/o
15, 62,  7, 0.1, 0.6795556805399325,w/o
12, 4,  5, 0.1, 0.616919617762788,w/o
12, 4,  15, 0.1, 0.6148116919617763,w/o
896783, 4,  1, 0.5, 0.6305329719963866,w/o
15, 4,  3, 10, 0.5828177727784027,w/o
896783, 62,  15, 0.1, 0.6722372779283349,w/o
15, 62,  7, 0.5, 0.6787120359955006,w/o
12, 5,  13, 0.001, 0.6475548060708263,w/o
9, 3,  15, 10, 0.5672769543737286,w/o
896783, 62,  15, 0.5, 0.6726889491117133,w/o
12, 4,  9, 0.001, 0.6148116919617763,w/o
15, 62,  7, 5, 0.6889763779527559,w/o
15, 5,  3, 0.001, 0.6334364454443194,w/o
12, 5,  13, 0.1, 0.6478358628442945,w/o
12, 4,  5, 0.5, 0.619168071950534,w/o
896783, 62,  15, 5, 0.6717856067449564,w/o
12, 4,  15, 0.5, 0.6157953906689151,w/o
15, 62,  7, 10, 0.6841957255343082,w/o
15, 3,  9, 10, 0.5665073115860517,w/o
896783, 4,  1, 5, 0.18819632640770853,w/o
15, 5,  3, 0.1, 0.6355455568053994,w/o
9, 4,  15, 0.001, 0.594449287997675,w/o
896783, 62,  15, 10, 0.6701294790725685,w/o
12, 5,  13, 0.5, 0.6485385047779652,w/o
12, 4,  9, 0.1, 0.6155143338954469,w/o
15, 5,  3, 0.5, 0.6377952755905512,w/o
12, 4,  5, 5, 0.6053962900505903,w/o
12, 4,  15, 5, 0.6190275435637999,w/o
12, 5,  13, 5, 0.650646430578977,w/o
15, 4,  9, 0.001, 0.6016591676040495,w/o
896783, 4,  1, 10, 0.5644384221619994,w/o
9, 4,  15, 0.1, 0.5945945945945946,w/o
15, 5,  3, 5, 0.6202193475815523,w/o
12, 4,  9, 0.5, 0.6155143338954469,w/o
12, 5,  13, 10, 0.6486790331646992,w/o
896783, 5,  1, 0.001, 0.6324902137910268,w/o
12, 4,  5, 10, 0.607504215851602,w/o
15, 5,  3, 10, 0.17266591676040494,w/o
12, 4,  15, 10, 0.6125632377740303,w/o
15, 4,  9, 0.1, 0.6017997750281214,w/o
12, 62,  13, 0.001, 0.6883080382237212,w/o
9, 4,  15, 0.5, 0.594449287997675,w/o
896783, 5,  1, 0.1, 0.6336946702800361,w/o
